"CPI Date","CPI Month Year","Commodity","CPI Index","CPI Weight","CPI Index Previous Month","CPI Index Previous Quarter","CPI Index Previous Year","Population Group","Provisional/Final","Latest Flag","Base Year","Rep Desc"
"2011/01/31 00:00:00","JAN-2011","A.1.12) Pan, Tobacco and Intoxicants","106","2.13","","","","Combined","Provisional","Old","CPI-2010-11","A.2) Pan, tobacco and intoxicants"
"2011/02/28 00:00:00","FEB-2011","A.3) Housing","","","","","","Rural","Final","Latest","CPI-2010-11","A.4) Housing"
"2011/02/28 00:00:00","FEB-2011","A.3) Housing","","","","","","Rural","Provisional","Old","CPI-2010-11","A.4) Housing"
"2011/02/28 00:00:00","FEB-2011","A.3) Housing","100","22.53","100.2","","","Urban","Final","Latest","CPI-2010-11","A.4) Housing"
"2011/02/28 00:00:00","FEB-2011","A.3) Housing","100","22.53","100.2","","","Urban","Provisional","Old","CPI-2010-11","A.4) Housing"
"2011/02/28 00:00:00","FEB-2011","A.3) Housing","100","9.77","100.2","","","Combined","Final","Latest","CPI-2010-11","A.4) Housing"
"2011/02/28 00:00:00","FEB-2011","A.3) Housing","100","9.77","100.2","","","Combined","Provisional","Old","CPI-2010-11","A.4) Housing"
"2011/02/28 00:00:00","FEB-2011","A.5.7) Others","109","1.12","108","","","Rural","Final","Latest","CPI-2010-11",""
"2011/02/28 00:00:00","FEB-2011","A.5.7) Others","109","1.12","108","","","Rural","Provisional","Old","CPI-2010-11",""
"2011/02/28 00:00:00","FEB-2011","A.5.7) Others","107","0.99","105.5","","","Urban","Final","Latest","CPI-2010-11",""
"2011/02/28 00:00:00","FEB-2011","A.5.7) Others","107","0.99","105.5","","","Urban","Provisional","Old","CPI-2010-11",""
"2011/02/28 00:00:00","FEB-2011","A.5.7) Others","108","1.06","107","","","Combined","Final","Latest","CPI-2010-11",""
"2011/02/28 00:00:00","FEB-2011","A.5.7) Others","108","1.06","107","","","Combined","Provisional","Old","CPI-2010-11",""
"2011/02/28 00:00:00","FEB-2011","A.1.8) Fruits ","116.3","1.9","114","","","Rural","Final","Latest","CPI-2010-11","A.1.6) Fruits"
"2011/02/28 00:00:00","FEB-2011","A.1.8) Fruits ","117","1.9","114","","","Rural","Provisional","Old","CPI-2010-11","A.1.6) Fruits"
"2011/02/28 00:00:00","FEB-2011","A.1.8) Fruits ","112.2","1.88","110","","","Urban","Final","Latest","CPI-2010-11","A.1.6) Fruits"
"2011/02/28 00:00:00","FEB-2011","A.1.8) Fruits ","112","1.88","110","","","Urban","Provisional","Old","CPI-2010-11","A.1.6) Fruits"
"2011/02/28 00:00:00","FEB-2011","A.1.8) Fruits ","114.5","1.89","112.1","","","Combined","Final","Latest","CPI-2010-11","A.1.6) Fruits"
"2011/02/28 00:00:00","FEB-2011","A.1.8) Fruits ","115","1.89","112.1","","","Combined","Provisional","Old","CPI-2010-11","A.1.6) Fruits"
"2011/02/28 00:00:00","FEB-2011","A.4.2) Footwear","108","0.77","106.4","","","Rural","Final","Latest","CPI-2010-11","A.3.2) Footwear"
"2011/02/28 00:00:00","FEB-2011","A.4.2) Footwear","108","0.77","106.4","","","Rural","Provisional","Old","CPI-2010-11","A.3.2) Footwear"
"2011/02/28 00:00:00","FEB-2011","A.4.2) Footwear","105","0.57","104","","","Urban","Final","Latest","CPI-2010-11","A.3.2) Footwear"
"2011/02/28 00:00:00","FEB-2011","A.4.2) Footwear","105","0.57","104","","","Urban","Provisional","Old","CPI-2010-11","A.3.2) Footwear"
"2011/02/28 00:00:00","FEB-2011","A.4.2) Footwear","107","0.68","106","","","Combined","Final","Latest","CPI-2010-11","A.3.2) Footwear"
"2011/02/28 00:00:00","FEB-2011","A.4.2) Footwear","107","0.68","106","","","Combined","Provisional","Old","CPI-2010-11","A.3.2) Footwear"
"2011/02/28 00:00:00","FEB-2011","A) General Index","106.5","100","107.1","","","Rural","Final","Latest","CPI-2010-11","A) General Index"
"2011/02/28 00:00:00","FEB-2011","A) General Index","107","100","107.1","","","Rural","Provisional","Old","CPI-2010-11","A) General Index"
"2011/02/28 00:00:00","FEB-2011","A) General Index","103.7","100","104.2","","","Urban","Final","Latest","CPI-2010-11","A) General Index"
"2011/02/28 00:00:00","FEB-2011","A) General Index","104","100","104.2","","","Urban","Provisional","Old","CPI-2010-11","A) General Index"
"2011/02/28 00:00:00","FEB-2011","A) General Index","105.3","100","106","","","Combined","Final","Latest","CPI-2010-11","A) General Index"
"2011/02/28 00:00:00","FEB-2011","A) General Index","105","100","106","","","Combined","Provisional","Old","CPI-2010-11","A) General Index"
