CPI Date,CPI Month Year,Commodity,CPI Index,CPI Weight,CPI Index Previous Month,CPI Index Previous Quarter,CPI Index Previous Year,Population Group,Provisional/Final,Latest Flag,Base Year,Rep Desc
31-01-2019 00:00,Jan-19,A.1.3) Oils and Fats,121.8,,122.2,121.53,120.7,Combined,Final,Latest,CPI-2012 = 100,A.1.5) Oils and fats
31-01-2019 00:00,Jan-19,A.2) Fuel and Light ,139.5,,142.8,143.77,136.6,Combined,Final,Latest,CPI-2012 = 100,A.5) Fuel and light
31-01-2019 00:00,Jan-19,Clothing and footwear,146.4,,147,146.43,142.3,Combined,Final,Latest,CPI-2012 = 100,A.3) Clothing and footwear
31-01-2019 00:00,Jan-19,Sugar and confectionery,109.1,,110.3,111.57,118.8,Combined,Final,Latest,CPI-2012 = 100,A.1.9) Sugar and confectionery
31-01-2019 00:00,Jan-19,A.1.5) Milk and Products ,142.1,,142.2,141.9,141.1,Combined,Final,Latest,CPI-2012 = 100,A.1.4) Milk and products
31-01-2019 00:00,Jan-19,A.1.1) Cereals and Products,137.1,,137.5,137.9,136,Combined,Final,Latest,CPI-2012 = 100,A.1.1) Cereals and products
31-01-2019 00:00,Jan-19,A.1.2) Pulses and Products ,120.3,,119.9,119.17,127.3,Combined,Final,Latest,CPI-2012 = 100,A.1.8) Pulses and products
31-01-2019 00:00,Jan-19,B) Consumer Food Price Index,135,,136.2,137.33,138.1,Combined,Final,Latest,CPI-2012 = 100,B) Consumer Food Price Index
31-01-2019 00:00,Jan-19,Household goods and services,143.6,,143.3,142.33,134.9,Combined,Final,Latest,CPI-2012 = 100,"A.6.1) Household goods and services
"
31-01-2019 00:00,Jan-19,A.5.3) Recreation and Amusement,136.7,,136.8,136.03,129.7,Combined,Final,Latest,CPI-2012 = 100,A.6.4) Recreation and amusement
31-01-2019 00:00,Jan-19,A.1.10) Non-Alcoholic Beverages ,133.3,,133.9,133,129,Combined,Final,Latest,CPI-2012 = 100,A.1.11) Non-alcoholic beverages
31-01-2019 00:00,Jan-19,A.5.5) Personal Care and Effects,132.8,,132.3,132.3,127.3,Combined,Final,Latest,CPI-2012 = 100,A.6.6) Personal Care and Effects
31-01-2019 00:00,Jan-19,A.5.4) Transport and Communication,123.3,,123.6,125.33,119.3,Combined,Final,Latest,CPI-2012 = 100,A.6.3) Transport and communication
31-01-2019 00:00,Jan-19,"Prepared meals, snacks, sweets etc.",154.6,,154.7,154.27,149.5,Combined,Final,Latest,CPI-2012 = 100,"A.1.12) Prepared meals, snacks, sweets etc."
31-01-2019 00:00,Jan-19,"A.1.12) Pan, Tobacco and Intoxicants",163.2,,163.1,162.13,154.7,Combined,Final,Latest,CPI-2012 = 100,"A.2) Pan, tobacco and intoxicants"
28-02-2019 00:00,Feb-19,Egg,141.5,,140.2,136.7,140.3,Combined,Final,Latest,CPI-2012 = 100,A.1.3) Egg
28-02-2019 00:00,Feb-19,Health,145.6,,145.2,142.83,133.8,Combined,Final,Latest,CPI-2012 = 100,A.6.2) Health
28-02-2019 00:00,Feb-19,Spices,139.7,,139.5,140.5,137.3,Combined,Final,Latest,CPI-2012 = 100,A.1.10) Spices
28-02-2019 00:00,Feb-19,Clothing,147.7,,147.7,147.73,143.8,Combined,Final,Latest,CPI-2012 = 100,A.3.1) Clothing
28-02-2019 00:00,Feb-19,Education,150.3,,150.2,148.13,139,Combined,Final,Latest,CPI-2012 = 100,A.6.5) Education
28-02-2019 00:00,Feb-19,A.3) Housing,,,147.7,146.6,141.3,Combined,Final,Latest,CPI-2012 = 100,A.4) Housing
28-02-2019 00:00,Feb-19,Meat and fish,152,,151.5,148.8,143.5,Combined,Final,Latest,CPI-2012 = 100,A.1.2) Meat and fish
28-02-2019 00:00,Feb-19,A.1.8) Fruits ,136.4,,135.4,141.47,142.9,Combined,Final,Latest,CPI-2012 = 100,A.1.6) Fruits
28-02-2019 00:00,Feb-19,A.4.2) Footwear,139.7,,139.1,138.97,135.6,Combined,Final,Latest,CPI-2012 = 100,A.3.2) Footwear
28-02-2019 00:00,Feb-19,A) General Index,139.9,,139.7,140.53,136.4,Combined,Final,Latest,CPI-2012 = 100,A) General Index
28-02-2019 00:00,Feb-19,A.1.7) Vegetables,129.7,,131.4,143.77,140.5,Combined,Final,Latest,CPI-2012 = 100,A.1.7) Vegetables
28-02-2019 00:00,Feb-19,A.5) Miscellaneous,137.4,,136.9,136.47,129.6,Combined,Final,Latest,CPI-2012 = 100,A.6) Miscellaneous
28-02-2019 00:00,Feb-19,Food and beverages,137.5,,137.4,139.27,137.6,Combined,Final,Latest,CPI-2012 = 100,A.1) Food and beverages
28-02-2019 00:00,Feb-19,A.1.3) Oils and Fats,122,,121.9,121.53,120.4,Combined,Final,Latest,CPI-2012 = 100,A.1.5) Oils and fats
28-02-2019 00:00,Feb-19,A.2) Fuel and Light ,138.4,,139.6,143.77,136.7,Combined,Final,Latest,CPI-2012 = 100,A.5) Fuel and light
28-02-2019 00:00,Feb-19,Clothing and footwear,146.5,,146.5,146.43,142.6,Combined,Final,Latest,CPI-2012 = 100,A.3) Clothing and footwear
28-02-2019 00:00,Feb-19,Sugar and confectionery,109,,109.1,111.57,117.1,Combined,Final,Latest,CPI-2012 = 100,A.1.9) Sugar and confectionery
28-02-2019 00:00,Feb-19,A.1.5) Milk and Products ,142.2,,142.2,141.9,140.9,Combined,Final,Latest,CPI-2012 = 100,A.1.4) Milk and products
28-02-2019 00:00,Feb-19,A.1.1) Cereals and Products,137.6,,137.2,137.9,135.9,Combined,Final,Latest,CPI-2012 = 100,A.1.1) Cereals and products
28-02-2019 00:00,Feb-19,A.1.2) Pulses and Products ,121,,120.3,119.17,125.8,Combined,Final,Latest,CPI-2012 = 100,A.1.8) Pulses and products
28-02-2019 00:00,Feb-19,B) Consumer Food Price Index,135.1,,135.1,137.33,136.1,Combined,Final,Latest,CPI-2012 = 100,B) Consumer Food Price Index
28-02-2019 00:00,Feb-19,Household goods and services,143.7,,143.6,142.33,135.2,Combined,Final,Latest,CPI-2012 = 100,"A.6.1) Household goods and services
"
28-02-2019 00:00,Feb-19,A.5.3) Recreation and Amusement,137.1,,136.7,136.03,129.9,Combined,Final,Latest,CPI-2012 = 100,A.6.4) Recreation and amusement
28-02-2019 00:00,Feb-19,A.1.10) Non-Alcoholic Beverages ,133.6,,133.5,133,128.6,Combined,Final,Latest,CPI-2012 = 100,A.1.11) Non-alcoholic beverages
28-02-2019 00:00,Feb-19,A.5.5) Personal Care and Effects,134.1,,132.8,132.3,127.7,Combined,Final,Latest,CPI-2012 = 100,A.6.6) Personal Care and Effects
28-02-2019 00:00,Feb-19,A.5.4) Transport and Communication,123.9,,123.4,125.33,120.2,Combined,Final,Latest,CPI-2012 = 100,A.6.3) Transport and communication
28-02-2019 00:00,Feb-19,"Prepared meals, snacks, sweets etc.",154.9,,154.7,154.27,149.6,Combined,Final,Latest,CPI-2012 = 100,"A.1.12) Prepared meals, snacks, sweets etc."
28-02-2019 00:00,Feb-19,"A.1.12) Pan, Tobacco and Intoxicants",163.4,,163.4,162.13,154.9,Combined,Final,Latest,CPI-2012 = 100,"A.2) Pan, tobacco and intoxicants"
31-03-2019 00:00,Mar-19,Egg,140.3,,141.5,136.7,138.3,Combined,Final,Latest,CPI-2012 = 100,A.1.3) Egg
31-03-2019 00:00,Mar-19,Health,146.2,,145.6,142.83,134.3,Combined,Final,Latest,CPI-2012 = 100,A.6.2) Health
31-03-2019 00:00,Mar-19,Spices,139.5,,139.8,140.5,137.8,Combined,Final,Latest,CPI-2012 = 100,A.1.10) Spices
31-03-2019 00:00,Mar-19,Clothing,147.9,,147.7,147.73,144.3,Combined,Final,Latest,CPI-2012 = 100,A.3.1) Clothing
31-03-2019 00:00,Mar-19,Education,150.3,,150.3,148.13,139.8,Combined,Final,Latest,CPI-2012 = 100,A.6.5) Education
31-03-2019 00:00,Mar-19,A.3) Housing,,,148.5,146.6,142,Combined,Final,Latest,CPI-2012 = 100,A.4) Housing
31-03-2019 00:00,Mar-19,Meat and fish,153,,152,148.8,143.6,Combined,Final,Latest,CPI-2012 = 100,A.1.2) Meat and fish
31-03-2019 00:00,Mar-19,A.1.8) Fruits ,137.6,,136.4,141.47,146.2,Combined,Final,Latest,CPI-2012 = 100,A.1.6) Fruits
31-03-2019 00:00,Mar-19,A.4.2) Footwear,139.9,,139.8,138.97,136.2,Combined,Final,Latest,CPI-2012 = 100,A.3.2) Footwear
31-03-2019 00:00,Mar-19,A) General Index,140.4,,139.9,140.53,136.5,Combined,Final,Latest,CPI-2012 = 100,A) General Index
31-03-2019 00:00,Mar-19,A.1.7) Vegetables,132.6,,129.7,143.77,134.6,Combined,Final,Latest,CPI-2012 = 100,A.1.7) Vegetables
31-03-2019 00:00,Mar-19,A.5) Miscellaneous,137.7,,137.4,136.47,130.3,Combined,Final,Latest,CPI-2012 = 100,A.6) Miscellaneous
31-03-2019 00:00,Mar-19,Food and beverages,138.1,,137.5,139.27,137.2,Combined,Final,Latest,CPI-2012 = 100,A.1) Food and beverages
31-03-2019 00:00,Mar-19,A.1.3) Oils and Fats,122,,122.1,121.53,120.7,Combined,Final,Latest,CPI-2012 = 100,A.1.5) Oils and fats
31-03-2019 00:00,Mar-19,A.2) Fuel and Light ,139.7,,138.4,143.77,136.5,Combined,Final,Latest,CPI-2012 = 100,A.5) Fuel and light
31-03-2019 00:00,Mar-19,Clothing and footwear,146.7,,146.5,146.43,143.1,Combined,Final,Latest,CPI-2012 = 100,A.3) Clothing and footwear
31-03-2019 00:00,Mar-19,Sugar and confectionery,109,,109,111.57,116.1,Combined,Final,Latest,CPI-2012 = 100,A.1.9) Sugar and confectionery
31-03-2019 00:00,Mar-19,A.1.5) Milk and Products ,142.3,,142.2,141.9,141.2,Combined,Final,Latest,CPI-2012 = 100,A.1.4) Milk and products
31-03-2019 00:00,Mar-19,A.1.1) Cereals and Products,137.8,,137.7,137.9,136.2,Combined,Final,Latest,CPI-2012 = 100,A.1.1) Cereals and products
31-03-2019 00:00,Mar-19,A.1.2) Pulses and Products ,121.8,,121,119.17,124.6,Combined,Final,Latest,CPI-2012 = 100,A.1.8) Pulses and products
31-03-2019 00:00,Mar-19,B) Consumer Food Price Index,135.9,,135.2,137.33,135.5,Combined,Final,Latest,CPI-2012 = 100,B) Consumer Food Price Index
31-03-2019 00:00,Mar-19,Household goods and services,143.8,,143.7,142.33,135.6,Combined,Final,Latest,CPI-2012 = 100,"A.6.1) Household goods and services
"
31-03-2019 00:00,Mar-19,A.5.3) Recreation and Amusement,137.7,,137.1,136.03,130.4,Combined,Final,Latest,CPI-2012 = 100,A.6.4) Recreation and amusement
31-03-2019 00:00,Mar-19,A.1.10) Non-Alcoholic Beverages ,133.7,,133.6,133,129.1,Combined,Final,Latest,CPI-2012 = 100,A.1.11) Non-alcoholic beverages
31-03-2019 00:00,Mar-19,A.5.5) Personal Care and Effects,133.4,,134.1,132.3,128.2,Combined,Final,Latest,CPI-2012 = 100,A.6.6) Personal Care and Effects
31-03-2019 00:00,Mar-19,A.5.4) Transport and Communication,124.6,,123.9,125.33,121,Combined,Final,Latest,CPI-2012 = 100,A.6.3) Transport and communication
31-03-2019 00:00,Mar-19,"Prepared meals, snacks, sweets etc.",155.2,,154.9,154.27,150.4,Combined,Final,Latest,CPI-2012 = 100,"A.1.12) Prepared meals, snacks, sweets etc."
31-03-2019 00:00,Mar-19,"A.1.12) Pan, Tobacco and Intoxicants",163.5,,163.4,162.13,156.3,Combined,Final,Latest,CPI-2012 = 100,"A.2) Pan, tobacco and intoxicants"
30-04-2019 00:00,Apr-19,Egg,136.5,,140.3,140.67,133.9,Combined,Final,Latest,CPI-2012 = 100,A.1.3) Egg
30-04-2019 00:00,Apr-19,Health,146.6,,146.2,145.63,135.2,Combined,Final,Latest,CPI-2012 = 100,A.6.2) Health
30-04-2019 00:00,Apr-19,Spices,139.3,,139.5,139.53,138.2,Combined,Final,Latest,CPI-2012 = 100,A.1.10) Spices
30-04-2019 00:00,Apr-19,Clothing,148.1,,147.9,147.73,145.3,Combined,Final,Latest,CPI-2012 = 100,A.3.1) Clothing
30-04-2019 00:00,Apr-19,Education,151.3,,150.4,150.27,141.4,Combined,Final,Latest,CPI-2012 = 100,A.6.5) Education
30-04-2019 00:00,Apr-19,A.3) Housing,,,149,,142.9,Combined,Final,Latest,CPI-2012 = 100,A.4) Housing
30-04-2019 00:00,Apr-19,Meat and fish,155.3,,153,152.13,144.4,Combined,Final,Latest,CPI-2012 = 100,A.1.2) Meat and fish
30-04-2019 00:00,Apr-19,A.1.8) Fruits ,146,,137.6,136.47,153.5,Combined,Final,Latest,CPI-2012 = 100,A.1.6) Fruits
30-04-2019 00:00,Apr-19,A.4.2) Footwear,140.1,,139.9,139.53,136.7,Combined,Final,Latest,CPI-2012 = 100,A.3.2) Footwear
30-04-2019 00:00,Apr-19,A) General Index,141.2,,140.4,139.97,137.1,Combined,Final,Latest,CPI-2012 = 100,A) General Index
30-04-2019 00:00,Apr-19,A.1.7) Vegetables,136.4,,132.6,131.2,132.6,Combined,Final,Latest,CPI-2012 = 100,A.1.7) Vegetables
30-04-2019 00:00,Apr-19,A.5) Miscellaneous,138,,137.7,137.33,131.3,Combined,Final,Latest,CPI-2012 = 100,A.6) Miscellaneous
30-04-2019 00:00,Apr-19,Food and beverages,139.4,,138.1,137.67,137.5,Combined,Final,Latest,CPI-2012 = 100,A.1) Food and beverages
30-04-2019 00:00,Apr-19,A.1.3) Oils and Fats,121.9,,122,121.93,121,Combined,Final,Latest,CPI-2012 = 100,A.1.5) Oils and fats
30-04-2019 00:00,Apr-19,A.2) Fuel and Light ,140,,139.8,139.2,136.5,Combined,Final,Latest,CPI-2012 = 100,A.5) Fuel and light
30-04-2019 00:00,Apr-19,Clothing and footwear,146.9,,146.8,146.53,144,Combined,Final,Latest,CPI-2012 = 100,A.3) Clothing and footwear
30-04-2019 00:00,Apr-19,Sugar and confectionery,109.1,,109,109.03,113.7,Combined,Final,Latest,CPI-2012 = 100,A.1.9) Sugar and confectionery
30-04-2019 00:00,Apr-19,A.1.5) Milk and Products ,142.2,,142.3,142.2,141.6,Combined,Final,Latest,CPI-2012 = 100,A.1.4) Milk and products
30-04-2019 00:00,Apr-19,A.1.1) Cereals and Products,138,,137.9,137.5,136.4,Combined,Final,Latest,CPI-2012 = 100,A.1.1) Cereals and products
30-04-2019 00:00,Apr-19,A.1.2) Pulses and Products ,122.5,,121.8,121.03,123.5,Combined,Final,Latest,CPI-2012 = 100,A.1.8) Pulses and products
30-04-2019 00:00,Apr-19,B) Consumer Food Price Index,137.3,,135.9,135.33,153.4,Combined,Final,Latest,CPI-2012 = 100,B) Consumer Food Price Index
30-04-2019 00:00,Apr-19,Household goods and services,143.5,,143.8,143.7,136.6,Combined,Final,Latest,CPI-2012 = 100,"A.6.1) Household goods and services
"
30-04-2019 00:00,Apr-19,A.5.3) Recreation and Amusement,138.6,,137.7,137.17,131.3,Combined,Final,Latest,CPI-2012 = 100,A.6.4) Recreation and amusement
30-04-2019 00:00,Apr-19,A.1.10) Non-Alcoholic Beverages ,133.8,,133.7,133.53,129.6,Combined,Final,Latest,CPI-2012 = 100,A.1.11) Non-alcoholic beverages
30-04-2019 00:00,Apr-19,A.5.5) Personal Care and Effects,133.2,,133.4,133.43,129.2,Combined,Final,Latest,CPI-2012 = 100,A.6.6) Personal Care and Effects
30-04-2019 00:00,Apr-19,A.5.4) Transport and Communication,124.9,,124.6,123.93,121.9,Combined,Final,Latest,CPI-2012 = 100,A.6.3) Transport and communication
30-04-2019 00:00,Apr-19,"Prepared meals, snacks, sweets etc.",155.3,,155.3,154.9,151.2,Combined,Final,Latest,CPI-2012 = 100,"A.1.12) Prepared meals, snacks, sweets etc."
30-04-2019 00:00,Apr-19,"A.1.12) Pan, Tobacco and Intoxicants",163.6,,163.5,163.37,156.9,Combined,Final,Latest,CPI-2012 = 100,"A.2) Pan, tobacco and intoxicants"
31-05-2019 00:00,May-19,Egg,136,,136.5,140.67,133.6,Combined,Final,Latest,CPI-2012 = 100,A.1.3) Egg
31-05-2019 00:00,May-19,Health,146.9,,146.6,145.63,136,Combined,Final,Latest,CPI-2012 = 100,A.6.2) Health
31-05-2019 00:00,May-19,Spices,139.9,,139.3,139.53,138.1,Combined,Final,Latest,CPI-2012 = 100,A.1.10) Spices
31-05-2019 00:00,May-19,Clothing,148.4,,148.1,147.73,146,Combined,Final,Latest,CPI-2012 = 100,A.3.1) Clothing
31-05-2019 00:00,May-19,Education,151.6,,151.3,150.27,142.1,Combined,Final,Latest,CPI-2012 = 100,A.6.5) Education
31-05-2019 00:00,May-19,A.3) Housing,,,149.7,,143.2,Combined,Final,Latest,CPI-2012 = 100,A.4) Housing
31-05-2019 00:00,May-19,Meat and fish,158.5,,155.3,152.13,146.6,Combined,Final,Latest,CPI-2012 = 100,A.1.2) Meat and fish
31-05-2019 00:00,May-19,A.1.8) Fruits ,146.5,,146,136.47,154.6,Combined,Final,Latest,CPI-2012 = 100,A.1.6) Fruits
31-05-2019 00:00,May-19,A.4.2) Footwear,140.4,,140.1,139.53,137.4,Combined,Final,Latest,CPI-2012 = 100,A.3.2) Footwear
31-05-2019 00:00,May-19,A) General Index,142,,141.2,139.97,137.8,Combined,Final,Latest,CPI-2012 = 100,A) General Index
31-05-2019 00:00,May-19,A.1.7) Vegetables,143,,136.4,131.2,135.6,Combined,Final,Latest,CPI-2012 = 100,A.1.7) Vegetables
31-05-2019 00:00,May-19,A.5) Miscellaneous,138.2,,138,137.33,132.1,Combined,Final,Latest,CPI-2012 = 100,A.6) Miscellaneous
31-05-2019 00:00,May-19,Food and beverages,140.9,,139.4,137.67,138.1,Combined,Final,Latest,CPI-2012 = 100,A.1) Food and beverages
31-05-2019 00:00,May-19,A.1.3) Oils and Fats,122,,121.9,121.93,121,Combined,Final,Latest,CPI-2012 = 100,A.1.5) Oils and fats
31-05-2019 00:00,May-19,A.2) Fuel and Light ,140.3,,140,139.2,136.9,Combined,Final,Latest,CPI-2012 = 100,A.5) Fuel and light
31-05-2019 00:00,May-19,Clothing and footwear,147.3,,146.9,146.53,144.7,Combined,Final,Latest,CPI-2012 = 100,A.3) Clothing and footwear
31-05-2019 00:00,May-19,Sugar and confectionery,109.9,,109.1,109.03,109.6,Combined,Final,Latest,CPI-2012 = 100,A.1.9) Sugar and confectionery
31-05-2019 00:00,May-19,A.1.5) Milk and Products ,142.5,,142.2,142.2,142.1,Combined,Final,Latest,CPI-2012 = 100,A.1.4) Milk and products
31-05-2019 00:00,May-19,A.1.1) Cereals and Products,138.3,,138,137.5,136.6,Combined,Final,Latest,CPI-2012 = 100,A.1.1) Cereals and products
31-05-2019 00:00,May-19,A.1.2) Pulses and Products ,124.9,,122.5,121.03,122.3,Combined,Final,Latest,CPI-2012 = 100,A.1.8) Pulses and products
31-05-2019 00:00,May-19,B) Consumer Food Price Index,139,,137.3,135.33,136.5,Combined,Final,Latest,CPI-2012 = 100,B) Consumer Food Price Index
31-05-2019 00:00,May-19,Household goods and services,143.7,,143.5,143.7,137.4,Combined,Final,Latest,CPI-2012 = 100,"A.6.1) Household goods and services
"
31-05-2019 00:00,May-19,A.5.3) Recreation and Amusement,139.2,,138.6,137.17,131.8,Combined,Final,Latest,CPI-2012 = 100,A.6.4) Recreation and amusement
31-05-2019 00:00,May-19,A.1.10) Non-Alcoholic Beverages ,134,,133.8,133.53,129.9,Combined,Final,Latest,CPI-2012 = 100,A.1.11) Non-alcoholic beverages
31-05-2019 00:00,May-19,A.5.5) Personal Care and Effects,133.4,,133.2,133.43,129.9,Combined,Final,Latest,CPI-2012 = 100,A.6.6) Personal Care and Effects
31-05-2019 00:00,May-19,A.5.4) Transport and Communication,124.9,,124.9,123.93,122.9,Combined,Final,Latest,CPI-2012 = 100,A.6.3) Transport and communication
31-05-2019 00:00,May-19,"Prepared meals, snacks, sweets etc.",155.5,,155.3,154.9,151.7,Combined,Final,Latest,CPI-2012 = 100,"A.1.12) Prepared meals, snacks, sweets etc."
31-05-2019 00:00,May-19,"A.1.12) Pan, Tobacco and Intoxicants",164.1,,163.6,163.37,157.9,Combined,Final,Latest,CPI-2012 = 100,"A.2) Pan, tobacco and intoxicants"
30-06-2019 00:00,Jun-19,Egg,137.8,,136,140.67,135.6,Combined,Final,Latest,CPI-2012 = 100,A.1.3) Egg
30-06-2019 00:00,Jun-19,Health,147.4,,146.9,145.63,136.2,Combined,Final,Latest,CPI-2012 = 100,A.6.2) Health
30-06-2019 00:00,Jun-19,Spices,140.6,,139.9,139.53,138.4,Combined,Final,Latest,CPI-2012 = 100,A.1.10) Spices
30-06-2019 00:00,Jun-19,Clothing,148.6,,148.5,147.73,146.4,Combined,Final,Latest,CPI-2012 = 100,A.3.1) Clothing
30-06-2019 00:00,Jun-19,Education,152.5,,151.6,150.27,142.8,Combined,Final,Latest,CPI-2012 = 100,A.6.5) Education
30-06-2019 00:00,Jun-19,A.3) Housing,,,150.1,,142.5,Combined,Final,Latest,CPI-2012 = 100,A.4) Housing
30-06-2019 00:00,Jun-19,Meat and fish,162.1,,158.5,152.13,148.7,Combined,Final,Latest,CPI-2012 = 100,A.1.2) Meat and fish
30-06-2019 00:00,Jun-19,A.1.8) Fruits ,146.8,,146.6,136.47,153.2,Combined,Final,Latest,CPI-2012 = 100,A.1.6) Fruits
30-06-2019 00:00,Jun-19,A.4.2) Footwear,140.4,,140.4,139.53,138.1,Combined,Final,Latest,CPI-2012 = 100,A.3.2) Footwear
30-06-2019 00:00,Jun-19,A) General Index,142.9,,142,139.97,138.5,Combined,Final,Latest,CPI-2012 = 100,A) General Index
30-06-2019 00:00,Jun-19,A.1.7) Vegetables,150.5,,143,131.2,143.7,Combined,Final,Latest,CPI-2012 = 100,A.1.7) Vegetables
30-06-2019 00:00,Jun-19,A.5) Miscellaneous,138.6,,138.2,137.33,132.6,Combined,Final,Latest,CPI-2012 = 100,A.6) Miscellaneous
30-06-2019 00:00,Jun-19,Food and beverages,142.7,,140.9,137.67,139.4,Combined,Final,Latest,CPI-2012 = 100,A.1) Food and beverages
30-06-2019 00:00,Jun-19,A.1.3) Oils and Fats,122.2,,122.1,121.93,121.3,Combined,Final,Latest,CPI-2012 = 100,A.1.5) Oils and fats
30-06-2019 00:00,Jun-19,A.2) Fuel and Light ,141.2,,140.3,139.2,138.1,Combined,Final,Latest,CPI-2012 = 100,A.5) Fuel and light
30-06-2019 00:00,Jun-19,Clothing and footwear,147.4,,147.3,146.53,145.2,Combined,Final,Latest,CPI-2012 = 100,A.3) Clothing and footwear
30-06-2019 00:00,Jun-19,Sugar and confectionery,111,,109.9,109.03,111.1,Combined,Final,Latest,CPI-2012 = 100,A.1.9) Sugar and confectionery
30-06-2019 00:00,Jun-19,A.1.5) Milk and Products ,143.3,,142.6,142.2,142.3,Combined,Final,Latest,CPI-2012 = 100,A.1.4) Milk and products
30-06-2019 00:00,Jun-19,A.1.1) Cereals and Products,138.7,,138.3,137.5,136.9,Combined,Final,Latest,CPI-2012 = 100,A.1.1) Cereals and products
30-06-2019 00:00,Jun-19,A.1.2) Pulses and Products ,128.3,,124.9,121.03,121.4,Combined,Final,Latest,CPI-2012 = 100,A.1.8) Pulses and products
30-06-2019 00:00,Jun-19,B) Consumer Food Price Index,141.1,,139,135.33,138,Combined,Final,Latest,CPI-2012 = 100,B) Consumer Food Price Index
30-06-2019 00:00,Jun-19,Household goods and services,143.8,,143.7,143.7,137.9,Combined,Final,Latest,CPI-2012 = 100,"A.6.1) Household goods and services
"
30-06-2019 00:00,Jun-19,A.5.3) Recreation and Amusement,139.6,,139.2,137.17,132.6,Combined,Final,Latest,CPI-2012 = 100,A.6.4) Recreation and amusement
30-06-2019 00:00,Jun-19,A.1.10) Non-Alcoholic Beverages ,134.2,,134,133.53,130.3,Combined,Final,Latest,CPI-2012 = 100,A.1.11) Non-alcoholic beverages
30-06-2019 00:00,Jun-19,A.5.5) Personal Care and Effects,134.3,,133.4,133.43,130.1,Combined,Final,Latest,CPI-2012 = 100,A.6.6) Personal Care and Effects
30-06-2019 00:00,Jun-19,A.5.4) Transport and Communication,124.6,,124.9,123.93,123.7,Combined,Final,Latest,CPI-2012 = 100,A.6.3) Transport and communication
30-06-2019 00:00,Jun-19,"Prepared meals, snacks, sweets etc.",155.9,,155.5,154.9,151.8,Combined,Final,Latest,CPI-2012 = 100,"A.1.12) Prepared meals, snacks, sweets etc."
30-06-2019 00:00,Jun-19,"A.1.12) Pan, Tobacco and Intoxicants",164.9,,164.1,163.37,158.3,Combined,Final,Latest,CPI-2012 = 100,"A.2) Pan, tobacco and intoxicants"
31-07-2019 00:00,Jul-19,Egg,140,,137.8,136.77,139.2,Combined,Final,Latest,CPI-2012 = 100,A.1.3) Egg
31-07-2019 00:00,Jul-19,Health,147.9,,147.4,146.97,137,Combined,Final,Latest,CPI-2012 = 100,A.6.2) Health
31-07-2019 00:00,Jul-19,Spices,141.7,,140.6,139.93,138.9,Combined,Final,Latest,CPI-2012 = 100,A.1.10) Spices
31-07-2019 00:00,Jul-19,Clothing,148.9,,148.6,148.37,146.8,Combined,Final,Latest,CPI-2012 = 100,A.3.1) Clothing
31-07-2019 00:00,Jul-19,Education,154,,152.5,151.8,144.7,Combined,Final,Latest,CPI-2012 = 100,A.6.5) Education
31-07-2019 00:00,Jul-19,A.3) Housing,,,149.4,,143.6,Combined,Final,Latest,CPI-2012 = 100,A.4) Housing
31-07-2019 00:00,Jul-19,Meat and fish,162.7,,162.1,158.63,149.1,Combined,Final,Latest,CPI-2012 = 100,A.1.2) Meat and fish
