"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 13, 2019","27,729.10","28,356.80","28,358.85","27,683.50","335.81M","-2.47%"
"Aug 09, 2019","28,431.90","28,293.65","28,602.75","28,251.75","336.83M","1.14%"
"Aug 08, 2019","28,110.45","27,840.10","28,227.55","27,531.05","303.60M","1.47%"
"Aug 07, 2019","27,702.05","28,053.85","28,175.55","27,641.85","353.40M","-1.14%"
"Aug 06, 2019","28,022.10","27,518.50","28,148.40","27,503.90","291.00M","1.35%"
"Aug 05, 2019","27,648.05","27,841.20","27,866.55","27,389.50","334.37M","-1.97%"
"Aug 02, 2019","28,204.95","28,224.25","28,544.55","27,936.35","319.93M","-0.57%"
"Aug 01, 2019","28,367.25","28,660.50","28,819.70","28,047.35","282.24M","-1.76%"
"Jul 31, 2019","28,876.00","28,575.45","28,979.75","28,529.75","346.51M","0.29%"
"Jul 30, 2019","28,791.60","29,434.85","29,530.30","28,737.80","301.28M","-1.72%"
"Jul 29, 2019","29,295.90","29,583.45","29,592.95","29,104.85","303.51M","-0.10%"
"Jul 26, 2019","29,325.30","29,062.50","29,379.10","28,994.50","383.57M","0.97%"
"Jul 25, 2019","29,043.05","28,981.05","29,240.80","28,931.05","296.56M","0.31%"
"Jul 24, 2019","28,952.25","29,085.45","29,252.40","28,871.00","244.08M","-0.60%"
"Jul 23, 2019","29,128.10","29,342.45","29,365.80","29,078.15","333.50M","-0.54%"
"Jul 22, 2019","29,284.95","29,617.05","29,635.15","29,194.10","350.33M","-1.63%"
"Jul 19, 2019","29,770.35","30,515.10","30,543.75","29,705.75","287.39M","-2.17%"
"Jul 18, 2019","30,430.60","30,705.80","30,769.35","30,378.60","352.03M","-0.99%"
"Jul 17, 2019","30,735.50","30,622.25","30,799.70","30,568.30","367.51M","0.54%"
"Jul 16, 2019","30,570.80","30,532.65","30,635.00","30,429.90","369.34M","0.41%"
"Jul 15, 2019","30,445.95","30,688.85","30,695.70","30,334.20","223.02M","-0.51%"
"Jul 12, 2019","30,601.45","30,789.75","30,870.95","30,548.30","156.24M","-0.37%"
"Jul 11, 2019","30,716.55","30,707.00","30,788.05","30,565.35","173.56M","0.64%"
"Jul 10, 2019","30,522.10","30,618.05","30,728.35","30,428.60","184.33M","-0.15%"
"Jul 09, 2019","30,569.15","30,533.40","30,702.10","30,346.70","259.25M","-0.11%"
"Jul 08, 2019","30,603.85","31,346.85","31,370.40","30,536.75","390.50M","-2.77%"
"Jul 05, 2019","31,475.80","31,523.05","31,660.75","31,323.25","384.29M","0.01%"
"Jul 04, 2019","31,471.85","31,471.00","31,608.35","31,428.05","242.99M","0.29%"
"Jul 03, 2019","31,382.30","31,347.70","31,467.15","31,238.50","224.15M","0.32%"
"Jul 02, 2019","31,283.30","31,414.65","31,431.35","31,105.10","233.88M","-0.28%"
"Jul 01, 2019","31,372.20","31,271.00","31,450.35","31,246.45","133.17M","0.86%"
"Jun 28, 2019","31,105.20","31,281.00","31,308.90","31,060.60","223.61M","-0.53%"
"Jun 27, 2019","31,269.50","31,192.10","31,490.60","31,158.80","231.10M","0.34%"
"Jun 26, 2019","31,162.35","30,809.20","31,202.70","30,766.65","171.97M","1.02%"
"Jun 25, 2019","30,847.05","30,567.65","30,913.25","30,451.40","145.14M","0.80%"
"Jun 24, 2019","30,602.05","30,680.95","30,783.65","30,528.00","165.30M","-0.09%"
"Jun 21, 2019","30,628.35","30,804.95","30,804.95","30,541.50","238.84M","-0.50%"
"Jun 20, 2019","30,781.10","30,390.20","30,824.55","30,220.70","293.13M","1.38%"
"Jun 19, 2019","30,362.10","30,526.50","30,699.15","30,242.00","252.89M","0.04%"
"Jun 18, 2019","30,351.00","30,299.45","30,550.65","30,222.85","241.87M","0.26%"
"Jun 17, 2019","30,273.25","30,652.00","30,684.05","30,249.40","184.47M","-1.11%"
"Jun 14, 2019","30,614.35","30,983.45","31,032.65","30,508.95","255.36M","-1.17%"
"Jun 13, 2019","30,976.10","30,876.75","31,036.90","30,638.25","341.89M","0.03%"
"Jun 12, 2019","30,965.70","31,219.30","31,222.30","30,911.45","143.70M","-0.96%"
"Jun 11, 2019","31,265.45","31,172.25","31,399.35","30,973.35","188.12M","0.75%"
"Jun 10, 2019","31,034.00","31,259.20","31,367.40","30,861.30","208.61M","-0.10%"
"Jun 07, 2019","31,066.55","30,943.15","31,139.60","30,627.05","215.27M","0.68%"
"Jun 06, 2019","30,857.40","31,523.95","31,541.50","30,800.80","283.14M","-2.32%"
"Jun 04, 2019","31,589.05","31,532.90","31,752.70","31,512.95","172.43M","-0.20%"
"Jun 03, 2019","31,653.65","31,406.05","31,674.60","31,284.70","160.09M","0.89%"
"May 31, 2019","31,375.40","31,678.90","31,783.60","30,623.05","230.85M","-0.51%"
"May 30, 2019","31,537.10","31,256.85","31,619.25","31,236.10","202.70M","0.77%"
"May 29, 2019","31,295.55","31,459.25","31,546.75","31,257.90","205.16M","-0.96%"
"May 28, 2019","31,597.90","31,711.30","31,712.40","31,328.60","297.60M","-0.16%"
"May 27, 2019","31,647.65","31,234.90","31,700.75","31,142.50","239.16M","1.39%"
"May 24, 2019","31,212.55","30,685.50","31,275.40","30,564.40","282.77M","2.64%"
"May 23, 2019","30,409.10","30,962.80","31,705.00","30,292.35","494.08M","-0.39%"
"May 22, 2019","30,526.80","30,410.65","30,675.10","30,268.60","224.43M","0.72%"
"May 21, 2019","30,308.40","30,862.10","30,926.70","30,265.10","216.42M","-1.47%"
"May 20, 2019","30,759.70","30,230.40","30,827.85","30,111.20","321.10M","4.45%"
"May 17, 2019","29,450.15","28,881.40","29,559.45","28,856.00","257.11M","2.06%"
"May 16, 2019","28,855.30","28,625.90","28,947.60","28,525.45","189.44M","0.83%"
"May 15, 2019","28,616.45","28,925.45","28,983.15","28,555.15","218.78M","-0.74%"
"May 14, 2019","28,829.20","28,718.75","29,058.30","28,582.60","256.59M","0.59%"
"May 13, 2019","28,659.95","29,026.65","29,049.05","28,621.10","253.60M","-1.31%"
"May 10, 2019","29,040.50","28,927.60","29,202.85","28,900.10","223.52M","0.54%"
"May 09, 2019","28,884.60","28,893.95","29,040.30","28,784.65","206.03M","-0.38%"
"May 08, 2019","28,994.40","29,261.30","29,261.30","28,951.35","179.42M","-1.00%"
"May 07, 2019","29,288.20","29,749.55","29,835.50","29,244.25","180.58M","-1.12%"
"May 06, 2019","29,618.45","29,626.50","29,757.40","29,528.60","188.23M","-1.12%"
"May 03, 2019","29,954.15","29,811.65","30,121.75","29,795.10","181.38M","0.83%"
"May 02, 2019","29,708.60","29,699.80","29,919.35","29,638.80","242.31M","-0.19%"
"Apr 30, 2019","29,764.80","29,920.40","29,920.40","29,550.05","362.56M","-0.83%"
"Apr 26, 2019","30,013.50","29,764.85","30,048.20","29,563.15","158.19M","1.53%"
"Apr 25, 2019","29,561.35","29,927.05","30,057.70","29,511.95","201.02M","-1.00%"
"Apr 24, 2019","29,860.80","29,550.50","29,914.85","29,435.05","129.53M","1.29%"
"Apr 23, 2019","29,479.70","29,761.95","29,906.50","29,455.45","145.86M","-0.70%"
"Apr 22, 2019","29,687.95","30,282.50","30,289.90","29,647.55","132.78M","-1.77%"
"Apr 18, 2019","30,223.40","30,656.50","30,669.80","30,142.20","141.70M","-1.01%"
"Apr 16, 2019","30,531.35","30,236.25","30,590.95","30,228.20","117.82M","1.42%"
"Apr 15, 2019","30,104.25","29,983.50","30,163.10","29,919.10","90.61M","0.55%"
"Apr 12, 2019","29,938.55","29,780.55","30,000.95","29,707.00","104.86M","0.51%"
"Apr 11, 2019","29,786.10","29,841.85","29,852.25","29,640.25","108.25M","-0.06%"
"Apr 10, 2019","29,803.50","29,916.60","30,155.75","29,768.10","165.25M","-1.03%"
"Apr 09, 2019","30,113.85","29,901.50","30,165.05","29,703.55","165.46M","0.90%"
"Apr 08, 2019","29,845.30","30,201.50","30,232.05","29,716.60","147.20M","-0.80%"
"Apr 05, 2019","30,084.65","30,002.85","30,174.00","29,850.00","154.14M","0.60%"
"Apr 04, 2019","29,904.90","30,147.30","30,245.70","29,809.90","199.63M","-0.63%"
"Apr 03, 2019","30,093.30","30,440.85","30,602.55","30,036.25","193.07M","-0.86%"
"Apr 02, 2019","30,354.25","30,450.10","30,452.90","30,155.85","196.48M","0.09%"
"Apr 01, 2019","30,326.50","30,537.60","30,648.10","30,218.35","224.44M","-0.33%"
"Mar 29, 2019","30,426.80","30,480.35","30,499.15","30,235.90","219.69M","0.02%"
"Mar 28, 2019","30,420.55","30,064.80","30,496.05","29,969.10","292.11M","1.33%"
"Mar 27, 2019","30,019.80","30,034.15","30,262.55","29,790.25","260.54M","0.46%"
"Mar 26, 2019","29,882.15","29,300.40","29,950.15","29,278.50","131.21M","2.05%"
"Mar 25, 2019","29,281.20","29,329.40","29,329.40","29,156.25","132.02M","-1.02%"
"Mar 22, 2019","29,582.50","29,920.75","30,008.10","29,508.70","219.82M","-0.84%"
"Mar 20, 2019","29,832.20","29,769.65","29,885.20","29,633.50","194.92M","0.22%"
"Mar 19, 2019","29,767.85","29,702.60","29,799.75","29,547.70","222.30M","0.58%"
"Mar 18, 2019","29,596.10","29,521.60","29,812.00","29,361.65","185.74M","0.73%"
"Mar 15, 2019","29,381.45","29,007.00","29,520.70","28,990.85","296.22M","1.58%"
"Mar 14, 2019","28,923.10","29,028.90","29,070.35","28,819.75","187.14M","0.13%"
"Mar 13, 2019","28,884.30","28,480.30","28,927.70","28,353.65","207.00M","1.55%"
"Mar 12, 2019","28,443.70","28,168.20","28,488.10","28,142.25","184.26M","1.71%"
"Mar 11, 2019","27,966.65","27,840.10","28,035.60","27,791.25","148.24M","0.74%"
"Mar 08, 2019","27,761.80","27,686.15","27,811.35","27,645.40","140.52M","-0.01%"
"Mar 07, 2019","27,764.60","27,661.00","27,815.50","27,560.00","208.02M","0.50%"
"Mar 06, 2019","27,625.65","27,618.10","27,681.65","27,492.05","179.78M","0.26%"
"Mar 05, 2019","27,554.05","27,068.15","27,580.75","26,958.10","207.44M","1.89%"
"Mar 01, 2019","27,043.90","26,941.00","27,076.55","26,928.90","189.43M","0.95%"
"Feb 28, 2019","26,789.90","26,878.00","26,920.50","26,762.55","191.59M","-0.04%"
"Feb 27, 2019","26,799.30","27,078.10","27,189.45","26,719.40","193.74M","-0.57%"
"Feb 26, 2019","26,952.95","26,853.80","27,127.25","26,736.60","201.08M","-0.76%"
"Feb 25, 2019","27,159.25","26,934.20","27,197.10","26,932.65","141.10M","1.09%"
"Feb 22, 2019","26,867.55","26,960.05","26,997.35","26,847.80","221.45M","-0.68%"
"Feb 21, 2019","27,052.40","26,994.75","27,100.90","26,973.00","148.28M","0.36%"
"Feb 20, 2019","26,955.50","26,786.00","26,985.50","26,732.65","130.71M","1.01%"
"Feb 19, 2019","26,684.85","26,666.55","26,996.45","26,625.60","129.76M","0.11%"
"Feb 18, 2019","26,654.25","26,754.60","26,829.95","26,617.70","175.45M","-0.52%"
"Feb 15, 2019","26,794.25","27,017.20","27,029.95","26,635.25","252.67M","-0.65%"
"Feb 14, 2019","26,970.60","26,978.00","27,030.00","26,818.05","374.94M","0.32%"
"Feb 13, 2019","26,885.40","27,068.85","27,108.00","26,839.05","112.12M","-0.46%"
"Feb 12, 2019","27,010.75","27,166.90","27,286.65","26,988.90","117.43M","-0.80%"
"Feb 11, 2019","27,227.80","27,240.50","27,305.90","27,151.55","117.31M","-0.24%"
"Feb 08, 2019","27,294.40","27,302.65","27,482.10","27,221.25","142.26M","-0.34%"
"Feb 07, 2019","27,387.15","27,424.10","27,589.75","27,322.95","156.63M","-0.06%"
"Feb 06, 2019","27,402.35","27,326.20","27,428.65","27,294.10","164.75M","0.48%"
"Feb 05, 2019","27,271.70","27,226.05","27,348.25","27,153.20","189.86M","0.31%"
"Feb 04, 2019","27,186.60","26,974.00","27,243.80","26,825.55","173.08M","0.37%"
"Feb 01, 2019","27,085.95","27,334.55","27,533.05","26,930.45","238.80M","-0.77%"
"Jan 31, 2019","27,295.45","26,969.15","27,325.05","26,891.05","306.29M","1.75%"
"Jan 30, 2019","26,825.50","26,789.75","26,916.25","26,693.70","249.27M","0.95%"
"Jan 29, 2019","26,573.40","26,616.25","26,743.85","26,441.55","194.37M","-0.30%"
"Jan 28, 2019","26,653.05","27,041.45","27,134.20","26,587.95","181.84M","-1.70%"
"Jan 25, 2019","27,115.30","27,261.45","27,433.55","27,045.20","284.54M","-0.55%"
"Jan 24, 2019","27,266.40","27,273.50","27,342.35","27,142.80","210.28M","0.06%"
"Jan 23, 2019","27,250.75","27,493.10","27,564.70","27,189.60","126.94M","-0.84%"
"Jan 22, 2019","27,482.25","27,526.55","27,533.35","27,385.40","139.00M","-0.19%"
"Jan 21, 2019","27,533.60","27,514.55","27,622.20","27,388.50","128.88M","0.28%"
"Jan 18, 2019","27,456.70","27,550.05","27,576.45","27,410.65","129.07M","-0.26%"
"Jan 17, 2019","27,528.75","27,568.60","27,611.55","27,335.15","212.32M","0.16%"
"Jan 16, 2019","27,483.70","27,405.65","27,554.75","27,403.05","183.69M","0.30%"
"Jan 15, 2019","27,400.75","27,317.55","27,447.55","27,317.10","161.40M","0.56%"
"Jan 14, 2019","27,248.25","27,389.20","27,389.80","27,182.20","212.86M","-0.75%"
"Jan 11, 2019","27,453.90","27,602.80","27,612.45","27,382.45","116.55M","-0.27%"
"Jan 10, 2019","27,528.55","27,713.55","27,713.55","27,488.20","139.27M","-0.69%"
"Jan 09, 2019","27,720.40","27,651.25","27,754.45","27,409.50","199.82M","0.77%"
"Jan 08, 2019","27,509.50","27,301.90","27,542.40","27,161.95","150.55M","0.75%"
"Jan 07, 2019","27,304.55","27,378.65","27,477.80","27,279.55","161.03M","0.40%"
"Jan 04, 2019","27,195.00","26,999.70","27,274.50","26,926.10","189.45M","0.87%"
"Jan 03, 2019","26,959.85","27,181.60","27,206.20","26,923.75","151.20M","-0.79%"
"Jan 02, 2019","27,174.70","27,297.00","27,397.55","27,077.60","176.60M","-0.79%"
"Jan 01, 2019","27,392.40","27,231.40","27,430.55","27,019.05","116.38M","0.85%"
